,URL,full_model_name,Parameters,drop|3,gsm8k,MMLU_average,winogrande,all,arc:challenge|25,hellaswag|10,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions,truthfulqa:mc|0
WizardVicuna-open-llama-3b-v2,https://huggingface.co/heegyu/WizardVicuna-open-llama-3b-v2,heegyu/WizardVicuna-open-llama-3b-v2,3.0,,,0.2722978172794354,,0.27752117619785666,0.3506825938566553,0.5020912168890659,0.25,0.2740740740740741,0.2894736842105263,0.35,0.2490566037735849,0.20833333333333334,0.22,0.32,0.27,0.2254335260115607,0.2549019607843137,0.33,0.20851063829787234,0.23684210526315788,0.3103448275862069,0.25396825396825395,0.2698412698412698,0.33,0.1967741935483871,0.28078817733990147,0.3,0.2909090909090909,0.21717171717171718,0.21243523316062177,0.2743589743589744,0.2518518518518518,0.23949579831932774,0.32450331125827814,0.22201834862385322,0.39351851851851855,0.19117647058823528,0.270042194092827,0.3094170403587444,0.22900763358778625,0.34710743801652894,0.2777777777777778,0.24539877300613497,0.25892857142857145,0.20388349514563106,0.2948717948717949,0.25,0.2656449553001277,0.3063583815028902,0.24692737430167597,0.2973856209150327,0.2829581993569132,0.24074074074074073,0.29432624113475175,0.2503259452411995,0.3014705882352941,0.27450980392156865,0.2636363636363636,0.40408163265306124,0.27860696517412936,0.33,0.2710843373493976,0.2807017543859649,
LIMA2-7b-hf,https://huggingface.co/heegyu/LIMA2-7b-hf,heegyu/LIMA2-7b-hf,7.0,,,0.43219878567085995,,0.4365900366347548,0.5,0.6234813782115116,0.26,0.35555555555555557,0.40131578947368424,0.37,0.44528301886792454,0.4722222222222222,0.43,0.36,0.33,0.43352601156069365,0.2549019607843137,0.53,0.4,0.2631578947368421,0.35172413793103446,0.2751322751322751,0.3412698412698413,0.21,0.4838709677419355,0.3399014778325123,0.42,0.5151515151515151,0.5505050505050505,0.6010362694300518,0.43846153846153846,0.29259259259259257,0.42857142857142855,0.3509933774834437,0.5798165137614679,0.2638888888888889,0.47058823529411764,0.48523206751054854,0.484304932735426,0.5725190839694656,0.512396694214876,0.5,0.4110429447852761,0.24107142857142858,0.5922330097087378,0.6709401709401709,0.44,0.5734355044699873,0.45375722543352603,0.24692737430167597,0.4738562091503268,0.48231511254019294,0.4567901234567901,0.35815602836879434,0.32985658409387225,0.49264705882352944,0.39215686274509803,0.5272727272727272,0.47346938775510206,0.6666666666666666,0.55,0.3855421686746988,0.6432748538011696,
RedTulu-Uncensored-3B-0719,https://huggingface.co/heegyu/RedTulu-Uncensored-3B-0719,heegyu/RedTulu-Uncensored-3B-0719,3.0,,,0.30368248336342857,,0.30784805854528013,0.3771331058020478,0.476000796654053,0.28,0.25925925925925924,0.3157894736842105,0.37,0.27547169811320754,0.3472222222222222,0.32,0.32,0.32,0.27167630057803466,0.24509803921568626,0.31,0.2127659574468085,0.2807017543859649,0.33793103448275863,0.2751322751322751,0.35714285714285715,0.32,0.3419354838709677,0.28078817733990147,0.26,0.3090909090909091,0.37373737373737376,0.3316062176165803,0.3717948717948718,0.26296296296296295,0.3445378151260504,0.37748344370860926,0.3688073394495413,0.37962962962962965,0.27450980392156865,0.25316455696202533,0.13452914798206278,0.33587786259541985,0.3884297520661157,0.21296296296296297,0.25153374233128833,0.26785714285714285,0.3883495145631068,0.4017094017094017,0.27,0.30140485312899107,0.2658959537572254,0.27262569832402234,0.3202614379084967,0.2958199356913183,0.30864197530864196,0.2801418439716312,0.26597131681877445,0.4338235294117647,0.25,0.32727272727272727,0.2979591836734694,0.31343283582089554,0.25,0.2289156626506024,0.2982456140350877,
LIMA2-13b-hf,https://huggingface.co/heegyu/LIMA2-13b-hf,heegyu/LIMA2-13b-hf,13.0,,,0.5316613130688607,,0.5340108909986633,0.5494880546075085,0.652459669388568,0.25,0.4962962962962963,0.5723684210526315,0.51,0.5622641509433962,0.5625,0.4,0.44,0.32,0.49710982658959535,0.29411764705882354,0.66,0.40425531914893614,0.3157894736842105,0.4827586206896552,0.30687830687830686,0.373015873015873,0.33,0.6193548387096774,0.4039408866995074,0.49,0.6484848484848484,0.7070707070707071,0.7668393782383419,0.49743589743589745,0.28888888888888886,0.5378151260504201,0.3443708609271523,0.710091743119266,0.4722222222222222,0.7303921568627451,0.70042194092827,0.6098654708520179,0.5877862595419847,0.6694214876033058,0.6111111111111112,0.6503067484662577,0.26785714285714285,0.6796116504854369,0.7863247863247863,0.58,0.7215836526181354,0.5895953757225434,0.36089385474860336,0.5882352941176471,0.6109324758842444,0.5895061728395061,0.37943262411347517,0.40808344198174706,0.5294117647058824,0.5212418300653595,0.6272727272727273,0.5877551020408164,0.6517412935323383,0.79,0.45180722891566266,0.7602339181286549,
WizardVicuna-3B-0719,https://huggingface.co/heegyu/WizardVicuna-3B-0719,heegyu/WizardVicuna-3B-0719,3.0,,,0.25442488706613575,,0.26086368697383394,0.3839590443686007,0.504779924317865,0.28,0.23703703703703705,0.18421052631578946,0.29,0.2830188679245283,0.2847222222222222,0.19,0.22,0.22,0.30057803468208094,0.24509803921568626,0.29,0.3276595744680851,0.19298245614035087,0.27586206896551724,0.22486772486772486,0.24603174603174602,0.26,0.23225806451612904,0.2512315270935961,0.24,0.23636363636363636,0.15656565656565657,0.24870466321243523,0.23333333333333334,0.25555555555555554,0.25630252100840334,0.26490066225165565,0.21284403669724772,0.24537037037037038,0.21568627450980393,0.270042194092827,0.3273542600896861,0.20610687022900764,0.23140495867768596,0.28703703703703703,0.2147239263803681,0.2857142857142857,0.2524271844660194,0.28205128205128205,0.26,0.2835249042145594,0.30057803468208094,0.24804469273743016,0.23529411764705882,0.2347266881028939,0.24691358024691357,0.25177304964539005,0.24185136897001303,0.35661764705882354,0.25,0.2909090909090909,0.19183673469387755,0.2935323383084577,0.26,0.2710843373493976,0.32748538011695905,
DeciCoder-1b,https://huggingface.co/Deci/DeciCoder-1b,Deci/DeciCoder-1b,1.0,,,0.24344602880955538,,0.24270247836868492,0.16040955631399317,0.2826130252937662,0.29,0.25925925925925924,0.2631578947368421,0.33,0.2,0.2638888888888889,0.26,0.19,0.22,0.2254335260115607,0.2549019607843137,0.27,0.28085106382978725,0.20175438596491227,0.22758620689655173,0.2328042328042328,0.2698412698412698,0.3,0.17419354838709677,0.18719211822660098,0.3,0.23030303030303031,0.20707070707070707,0.20725388601036268,0.19487179487179487,0.24444444444444444,0.19327731092436976,0.26490066225165565,0.1908256880733945,0.1712962962962963,0.25980392156862747,0.270042194092827,0.3094170403587444,0.2824427480916031,0.256198347107438,0.23148148148148148,0.26380368098159507,0.25892857142857145,0.18446601941747573,0.28205128205128205,0.2,0.2796934865900383,0.2398843930635838,0.24692737430167597,0.21895424836601307,0.2829581993569132,0.24382716049382716,0.25177304964539005,0.24185136897001303,0.17279411764705882,0.2826797385620915,0.24545454545454545,0.19591836734693877,0.25870646766169153,0.26,0.25301204819277107,0.2982456140350877,
ELYZA-japanese-Llama-2-7b,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b,elyza/ELYZA-japanese-Llama-2-7b,7.0,,,0.4459585934808246,,0.44842044500021244,0.4778156996587031,0.5593507269468233,0.27,0.45925925925925926,0.4342105263157895,0.45,0.5169811320754717,0.4791666666666667,0.28,0.34,0.28,0.3930635838150289,0.23529411764705882,0.55,0.39574468085106385,0.2982456140350877,0.38620689655172413,0.2566137566137566,0.2222222222222222,0.39,0.4774193548387097,0.4039408866995074,0.43,0.5454545454545454,0.5606060606060606,0.6580310880829016,0.3717948717948718,0.27037037037037037,0.42436974789915966,0.24503311258278146,0.5963302752293578,0.25462962962962965,0.5588235294117647,0.5485232067510548,0.5739910313901345,0.4732824427480916,0.5785123966942148,0.5,0.5153374233128835,0.32142857142857145,0.6019417475728155,0.6923076923076923,0.46,0.6590038314176245,0.5,0.24022346368715083,0.46078431372549017,0.5755627009646302,0.5185185185185185,0.36524822695035464,0.31877444589308995,0.31985294117647056,0.44607843137254904,0.5272727272727272,0.46938775510204084,0.5771144278606966,0.66,0.42771084337349397,0.6549707602339181,
ELYZA-japanese-Llama-2-7b-instruct,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b-instruct,elyza/ELYZA-japanese-Llama-2-7b-instruct,7.0,,,0.4706542274805817,,0.47292430491631093,0.4948805460750853,0.5803624775941048,0.3,0.45925925925925926,0.5197368421052632,0.47,0.5169811320754717,0.4861111111111111,0.34,0.39,0.3,0.4393063583815029,0.2549019607843137,0.6,0.425531914893617,0.3333333333333333,0.4482758620689655,0.30158730158730157,0.1984126984126984,0.3,0.535483870967742,0.35960591133004927,0.46,0.5575757575757576,0.5808080808080808,0.6994818652849741,0.4307692307692308,0.2851851851851852,0.41596638655462187,0.26490066225165565,0.655045871559633,0.35648148148148145,0.5784313725490197,0.5907172995780591,0.57847533632287,0.6106870229007634,0.6446280991735537,0.5462962962962963,0.5766871165644172,0.25892857142857145,0.6019417475728155,0.7008547008547008,0.47,0.685823754789272,0.5144508670520231,0.25027932960893856,0.48366013071895425,0.5691318327974276,0.5462962962962963,0.35106382978723405,0.31747066492829207,0.375,0.4526143790849673,0.509090909090909,0.5306122448979592,0.6019900497512438,0.68,0.41566265060240964,0.7017543859649122,
llama2_7b_chat_uncensored,https://huggingface.co/georgesung/llama2_7b_chat_uncensored,georgesung/llama2_7b_chat_uncensored,7.0,,,0.4448623629013702,,0.44835078955029767,0.4991467576791809,0.5963951404102769,0.31,0.4222222222222222,0.40131578947368424,0.5,0.4226415094339623,0.4375,0.32,0.32,0.33,0.37572254335260113,0.18627450980392157,0.54,0.425531914893617,0.3333333333333333,0.3448275862068966,0.25925925925925924,0.3968253968253968,0.31,0.47419354838709676,0.33004926108374383,0.41,0.6,0.48484848484848486,0.6476683937823834,0.4,0.26666666666666666,0.3949579831932773,0.2913907284768212,0.5871559633027523,0.18981481481481483,0.5245098039215687,0.5443037974683544,0.5426008968609866,0.5419847328244275,0.628099173553719,0.49074074074074076,0.49079754601226994,0.36607142857142855,0.5242718446601942,0.6623931623931624,0.51,0.6245210727969349,0.5086705202312138,0.23798882681564246,0.4673202614379085,0.5819935691318328,0.5123456790123457,0.3404255319148936,0.34876140808344197,0.4522058823529412,0.4526143790849673,0.5545454545454546,0.40816326530612246,0.5870646766169154,0.69,0.39759036144578314,0.6549707602339181,
Marcoroni-70B-v1,https://huggingface.co/AIDC-ai-business/Marcoroni-70B-v1,AIDC-ai-business/Marcoroni-70B-v1,70.0,,,0.7067318137840602,,0.7060854021313192,0.6877133105802048,0.6876120294761999,0.38,0.6444444444444445,0.8157894736842105,0.75,0.7471698113207547,0.8194444444444444,0.45,0.58,0.41,0.7052023121387283,0.3627450980392157,0.73,0.7106382978723405,0.45614035087719296,0.6275862068965518,0.46825396825396826,0.49206349206349204,0.46,0.8290322580645161,0.5566502463054187,0.79,0.8424242424242424,0.8888888888888888,0.9378238341968912,0.7307692307692307,0.3148148148148148,0.7857142857142857,0.4900662251655629,0.8972477064220183,0.5925925925925926,0.9215686274509803,0.8945147679324894,0.8026905829596412,0.8549618320610687,0.8677685950413223,0.8333333333333334,0.8343558282208589,0.5892857142857143,0.8349514563106796,0.8974358974358975,0.72,0.8684546615581098,0.7687861271676301,0.6681564245810055,0.7581699346405228,0.7684887459807074,0.8179012345679012,0.5638297872340425,0.5788787483702738,0.7279411764705882,0.7663398692810458,0.7363636363636363,0.7836734693877551,0.8706467661691543,0.87,0.5542168674698795,0.8654970760233918,
llama-2-70b-IA3-guanaco,https://huggingface.co/yeontaek/llama-2-70b-IA3-guanaco,yeontaek/llama-2-70b-IA3-guanaco,70.0,,,0.6703000357558465,,0.6697579806120741,0.6518771331058021,0.6567416849233221,0.33,0.5481481481481482,0.8026315789473685,0.7,0.6867924528301886,0.7847222222222222,0.49,0.56,0.36,0.630057803468208,0.3431372549019608,0.75,0.6340425531914894,0.38596491228070173,0.6137931034482759,0.40476190476190477,0.42063492063492064,0.45,0.8193548387096774,0.5320197044334976,0.73,0.8242424242424242,0.8787878787878788,0.9067357512953368,0.6871794871794872,0.35555555555555557,0.7184873949579832,0.423841059602649,0.8605504587155963,0.5740740740740741,0.8921568627450981,0.8227848101265823,0.7219730941704036,0.7786259541984732,0.8925619834710744,0.8333333333333334,0.7668711656441718,0.49107142857142855,0.8155339805825242,0.8888888888888888,0.72,0.8416347381864623,0.7427745664739884,0.38100558659217876,0.7549019607843137,0.7556270096463023,0.7716049382716049,0.49645390070921985,0.5176010430247718,0.6911764705882353,0.7205882352941176,0.7363636363636363,0.7877551020408163,0.8656716417910447,0.93,0.5542168674698795,0.8304093567251462,
llama-2-70B-ensemble-v2,https://huggingface.co/yeontaek/llama-2-70B-ensemble-v2,yeontaek/llama-2-70B-ensemble-v2,70.0,,,0.680397817192627,,0.6793562660993889,0.6501706484641638,0.6491734714200359,0.37,0.6148148148148148,0.7894736842105263,0.74,0.7773584905660378,0.8055555555555556,0.45,0.56,0.42,0.5895953757225434,0.39215686274509803,0.75,0.6553191489361702,0.45614035087719296,0.593103448275862,0.4444444444444444,0.4603174603174603,0.44,0.8161290322580645,0.5172413793103449,0.72,0.8424242424242424,0.8686868686868687,0.9222797927461139,0.6820512820512821,0.3333333333333333,0.7563025210084033,0.41721854304635764,0.8825688073394495,0.5416666666666666,0.9019607843137255,0.8776371308016878,0.7533632286995515,0.8396946564885496,0.8347107438016529,0.7870370370370371,0.8159509202453987,0.49107142857142855,0.8155339805825242,0.8803418803418803,0.68,0.8582375478927203,0.7601156069364162,0.5463687150837989,0.7222222222222222,0.7588424437299035,0.7839506172839507,0.5319148936170213,0.5501955671447197,0.7242647058823529,0.7287581699346405,0.7181818181818181,0.763265306122449,0.8606965174129353,0.83,0.5180722891566265,0.8421052631578947,
Platypus2xOpenOrca-13B-IA3-v3,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-IA3-v3,yeontaek/Platypus2xOpenOrca-13B-IA3-v3,13.0,,,0.5867292990817432,,0.587297023540918,0.590443686006826,0.6165106552479586,0.33,0.48148148148148145,0.6118421052631579,0.57,0.6264150943396226,0.6805555555555556,0.43,0.43,0.34,0.5953757225433526,0.3627450980392157,0.71,0.5063829787234042,0.32456140350877194,0.5379310344827586,0.3306878306878307,0.36507936507936506,0.4,0.7,0.4433497536945813,0.6,0.7272727272727273,0.7626262626262627,0.8341968911917098,0.5769230769230769,0.3037037037037037,0.6176470588235294,0.32450331125827814,0.7669724770642202,0.4722222222222222,0.8088235294117647,0.7763713080168776,0.6591928251121076,0.6793893129770993,0.7355371900826446,0.8240740740740741,0.6748466257668712,0.32142857142857145,0.7669902912621359,0.8418803418803419,0.53,0.768837803320562,0.6647398843930635,0.4446927374301676,0.6209150326797386,0.6655948553054662,0.6666666666666666,0.475177304964539,0.4511082138200782,0.5588235294117647,0.5964052287581699,0.6272727272727273,0.6938775510204082,0.7711442786069652,0.81,0.4578313253012048,0.7894736842105263,
Platypus2xOpenOrcaxGuanaco-13B-LoRa,https://huggingface.co/yeontaek/Platypus2xOpenOrcaxGuanaco-13B-LoRa,yeontaek/Platypus2xOpenOrcaxGuanaco-13B-LoRa,13.0,,,0.5783808631197934,,0.5787157211478159,0.5699658703071673,0.6065524795857399,0.36,0.5037037037037037,0.5921052631578947,0.52,0.630188679245283,0.6458333333333334,0.43,0.42,0.33,0.5491329479768786,0.38235294117647056,0.7,0.48936170212765956,0.2982456140350877,0.5241379310344828,0.36772486772486773,0.3968253968253968,0.38,0.6967741935483871,0.42857142857142855,0.58,0.7212121212121212,0.7626262626262627,0.8134715025906736,0.5743589743589743,0.32592592592592595,0.634453781512605,0.3443708609271523,0.7779816513761468,0.4398148148148148,0.8137254901960784,0.7848101265822784,0.6188340807174888,0.6641221374045801,0.6859504132231405,0.7407407407407407,0.6871165644171779,0.33035714285714285,0.7475728155339806,0.8034188034188035,0.6,0.7701149425287356,0.638728323699422,0.4223463687150838,0.5751633986928104,0.6463022508038585,0.6728395061728395,0.4787234042553192,0.46479791395045633,0.5514705882352942,0.5735294117647058,0.6636363636363637,0.636734693877551,0.7562189054726368,0.78,0.45180722891566266,0.7894736842105263,
Platypus2-13B-LoRa-v2,https://huggingface.co/yeontaek/Platypus2-13B-LoRa-v2,yeontaek/Platypus2-13B-LoRa-v2,13.0,,,0.5714607840443745,,0.571991245483798,0.5563139931740614,0.6179047998406691,0.31,0.4962962962962963,0.5986842105263158,0.53,0.6150943396226415,0.6111111111111112,0.49,0.41,0.32,0.5722543352601156,0.3431372549019608,0.69,0.4297872340425532,0.3157894736842105,0.4482758620689655,0.3386243386243386,0.36507936507936506,0.33,0.6709677419354839,0.458128078817734,0.59,0.7090909090909091,0.7424242424242424,0.8186528497409327,0.5307692307692308,0.2777777777777778,0.6218487394957983,0.36423841059602646,0.7688073394495413,0.49074074074074076,0.7549019607843137,0.7637130801687764,0.6591928251121076,0.6335877862595419,0.7107438016528925,0.7407407407407407,0.6687116564417178,0.32142857142857145,0.7281553398058253,0.811965811965812,0.58,0.7611749680715197,0.6705202312138728,0.41675977653631285,0.6241830065359477,0.662379421221865,0.654320987654321,0.46099290780141844,0.4602346805736636,0.5698529411764706,0.5996732026143791,0.6727272727272727,0.5959183673469388,0.746268656716418,0.83,0.4397590361445783,0.7777777777777778,
Platypus2xOpenOrca-13B-IA3-v2,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-IA3-v2,yeontaek/Platypus2xOpenOrca-13B-IA3-v2,13.0,,,0.5790621323615489,,0.5797318712437453,0.5836177474402731,0.6140211113324039,0.32,0.4740740740740741,0.6578947368421053,0.56,0.6037735849056604,0.6597222222222222,0.43,0.42,0.38,0.49710982658959535,0.3235294117647059,0.73,0.4723404255319149,0.3157894736842105,0.5103448275862069,0.3333333333333333,0.4126984126984127,0.37,0.7096774193548387,0.4236453201970443,0.6,0.7333333333333333,0.7474747474747475,0.8290155440414507,0.5692307692307692,0.29259259259259257,0.6554621848739496,0.3509933774834437,0.7688073394495413,0.4583333333333333,0.8137254901960784,0.7468354430379747,0.6457399103139013,0.6870229007633588,0.71900826446281,0.7870370370370371,0.6809815950920245,0.3482142857142857,0.7475728155339806,0.8205128205128205,0.53,0.7611749680715197,0.638728323699422,0.43798882681564244,0.6143790849673203,0.639871382636656,0.6604938271604939,0.46808510638297873,0.4530638852672751,0.5477941176470589,0.5866013071895425,0.6363636363636364,0.673469387755102,0.7512437810945274,0.76,0.4578313253012048,0.783625730994152,
Platypus2-13B-IA3,https://huggingface.co/yeontaek/Platypus2-13B-IA3,yeontaek/Platypus2-13B-IA3,13.0,,,0.5632488101323694,,0.5642555800956389,0.5597269624573379,0.6261700856403107,0.27,0.4962962962962963,0.5723684210526315,0.57,0.6,0.6041666666666666,0.42,0.46,0.33,0.5433526011560693,0.24509803921568626,0.68,0.451063829787234,0.35964912280701755,0.4896551724137931,0.328042328042328,0.3412698412698413,0.37,0.7096774193548387,0.41379310344827586,0.59,0.6484848484848484,0.7121212121212122,0.8238341968911918,0.517948717948718,0.28888888888888886,0.5756302521008403,0.33774834437086093,0.7357798165137615,0.4722222222222222,0.7745098039215687,0.7341772151898734,0.6188340807174888,0.6335877862595419,0.743801652892562,0.7037037037037037,0.6748466257668712,0.30357142857142855,0.7572815533980582,0.8333333333333334,0.57,0.7598978288633461,0.6560693641618497,0.33631284916201115,0.6111111111111112,0.6655948553054662,0.6604938271604939,0.40425531914893614,0.4335071707953064,0.5698529411764706,0.5571895424836601,0.6272727272727273,0.6530612244897959,0.7761194029850746,0.83,0.4819277108433735,0.7777777777777778,
Platypus2xOpenOrca-13B-IA3-ensemble,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-IA3-ensemble,yeontaek/Platypus2xOpenOrca-13B-IA3-ensemble,13.0,,,0.5906643063819669,,0.591031165151078,0.5844709897610921,0.6185022903804023,0.32,0.4740740740740741,0.625,0.59,0.6150943396226415,0.6805555555555556,0.46,0.43,0.38,0.5664739884393064,0.37254901960784315,0.74,0.48936170212765956,0.3157894736842105,0.5241379310344828,0.34656084656084657,0.36507936507936506,0.41,0.7064516129032258,0.43842364532019706,0.61,0.7333333333333333,0.7777777777777778,0.8186528497409327,0.5871794871794872,0.2851851851851852,0.6386554621848739,0.33774834437086093,0.7761467889908257,0.49537037037037035,0.8382352941176471,0.7679324894514767,0.672645739910314,0.6946564885496184,0.7272727272727273,0.8333333333333334,0.6809815950920245,0.33035714285714285,0.7766990291262136,0.8461538461538461,0.54,0.7547892720306514,0.6473988439306358,0.4491620111731844,0.6209150326797386,0.6430868167202572,0.6728395061728395,0.4716312056737589,0.4517601043024772,0.5661764705882353,0.6029411764705882,0.6363636363636364,0.6857142857142857,0.7661691542288557,0.81,0.46987951807228917,0.8011695906432749,
Platypus2-13B-QLoRa,https://huggingface.co/yeontaek/Platypus2-13B-QLoRa,yeontaek/Platypus2-13B-QLoRa,13.0,,,0.5733880457606855,,0.5733901703784499,0.5273037542662116,0.6195976897032464,0.26,0.4962962962962963,0.5921052631578947,0.53,0.5962264150943396,0.6180555555555556,0.5,0.38,0.3,0.5491329479768786,0.28431372549019607,0.65,0.46382978723404256,0.2894736842105263,0.4896551724137931,0.31746031746031744,0.40476190476190477,0.37,0.6645161290322581,0.4433497536945813,0.59,0.7151515151515152,0.7121212121212122,0.8082901554404145,0.5692307692307692,0.3592592592592593,0.6176470588235294,0.4105960264900662,0.8073394495412844,0.47685185185185186,0.7843137254901961,0.7805907172995781,0.6636771300448431,0.5801526717557252,0.7355371900826446,0.7222222222222222,0.7116564417177914,0.33035714285714285,0.7572815533980582,0.8205128205128205,0.62,0.789272030651341,0.6271676300578035,0.33854748603351953,0.6111111111111112,0.6784565916398714,0.6975308641975309,0.49645390070921985,0.4517601043024772,0.6580882352941176,0.5849673202614379,0.6545454545454545,0.563265306122449,0.7213930348258707,0.82,0.4759036144578313,0.7426900584795322,
llama-2-13b-QLoRA,https://huggingface.co/yeontaek/llama-2-13b-QLoRA,yeontaek/llama-2-13b-QLoRA,13.0,,,0.557962689797239,,0.5587487477572135,0.5418088737201365,0.6204939255128461,0.25,0.5259259259259259,0.5,0.55,0.5811320754716981,0.6111111111111112,0.33,0.43,0.32,0.5491329479768786,0.27450980392156865,0.66,0.44680851063829785,0.2807017543859649,0.47586206896551725,0.3253968253968254,0.3333333333333333,0.37,0.6516129032258065,0.42857142857142855,0.51,0.6909090909090909,0.7121212121212122,0.8031088082901554,0.5384615384615384,0.3074074074074074,0.5672268907563025,0.3509933774834437,0.7541284403669725,0.4583333333333333,0.7941176470588235,0.7426160337552743,0.6547085201793722,0.6183206106870229,0.7520661157024794,0.7222222222222222,0.6871165644171779,0.30357142857142855,0.7281553398058253,0.8076923076923077,0.63,0.768837803320562,0.6445086705202312,0.4558659217877095,0.5915032679738562,0.6495176848874598,0.6635802469135802,0.4574468085106383,0.45045632333767927,0.5404411764705882,0.5686274509803921,0.6181818181818182,0.6,0.7213930348258707,0.81,0.4759036144578313,0.7602339181286549,
llama-2-13b-Beluga-QLoRA,https://huggingface.co/yeontaek/llama-2-13b-Beluga-QLoRA,yeontaek/llama-2-13b-Beluga-QLoRA,13.0,,,0.5666941927658258,,0.5670810423017025,0.5460750853242321,0.6101374228241386,0.29,0.4740740740740741,0.5723684210526315,0.54,0.5962264150943396,0.6041666666666666,0.49,0.44,0.3,0.5375722543352601,0.39215686274509803,0.69,0.4297872340425532,0.2894736842105263,0.46206896551724136,0.35185185185185186,0.38095238095238093,0.35,0.6483870967741936,0.4876847290640394,0.57,0.7090909090909091,0.7272727272727273,0.8134715025906736,0.5256410256410257,0.27037037037037037,0.6386554621848739,0.3443708609271523,0.7651376146788991,0.5277777777777778,0.7450980392156863,0.7510548523206751,0.6322869955156951,0.6641221374045801,0.7851239669421488,0.6944444444444444,0.7116564417177914,0.25892857142857145,0.7572815533980582,0.8076923076923077,0.6,0.7777777777777778,0.6589595375722543,0.42793296089385474,0.6274509803921569,0.6752411575562701,0.6450617283950617,0.41134751773049644,0.42242503259452413,0.5514705882352942,0.5816993464052288,0.6363636363636364,0.636734693877551,0.5970149253731343,0.82,0.4397590361445783,0.7660818713450293,
llama-2-70B-ensemble-v6,https://huggingface.co/yeontaek/llama-2-70B-ensemble-v6,yeontaek/llama-2-70B-ensemble-v6,70.0,,,0.6806734463523223,,0.6807030718501101,0.6774744027303754,0.6856203943437562,0.33,0.6296296296296297,0.7763157894736842,0.7,0.720754716981132,0.8055555555555556,0.44,0.52,0.39,0.6589595375722543,0.35294117647058826,0.75,0.6382978723404256,0.41228070175438597,0.5517241379310345,0.4603174603174603,0.5,0.41,0.8161290322580645,0.5172413793103449,0.76,0.8363636363636363,0.8585858585858586,0.927461139896373,0.6923076923076923,0.3,0.7521008403361344,0.45695364238410596,0.8844036697247707,0.5277777777777778,0.9166666666666666,0.8860759493670886,0.7757847533632287,0.8015267175572519,0.8347107438016529,0.8055555555555556,0.7914110429447853,0.5803571428571429,0.8349514563106796,0.8974358974358975,0.71,0.8607918263090677,0.7341040462427746,0.6424581005586593,0.7222222222222222,0.7491961414790996,0.8024691358024691,0.574468085106383,0.5671447196870926,0.6801470588235294,0.7352941176470589,0.7090909090909091,0.7387755102040816,0.8756218905472637,0.83,0.5180722891566265,0.847953216374269,
Platypus2xOpenOrca-13B-IA3-v2.1,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-IA3-v2.1,yeontaek/Platypus2xOpenOrca-13B-IA3-v2.1,13.0,,,0.5790621323615489,,0.5797318712437453,0.5836177474402731,0.6140211113324039,0.32,0.4740740740740741,0.6578947368421053,0.56,0.6037735849056604,0.6597222222222222,0.43,0.42,0.38,0.49710982658959535,0.3235294117647059,0.73,0.4723404255319149,0.3157894736842105,0.5103448275862069,0.3333333333333333,0.4126984126984127,0.37,0.7096774193548387,0.4236453201970443,0.6,0.7333333333333333,0.7474747474747475,0.8290155440414507,0.5692307692307692,0.29259259259259257,0.6554621848739496,0.3509933774834437,0.7688073394495413,0.4583333333333333,0.8137254901960784,0.7468354430379747,0.6457399103139013,0.6870229007633588,0.71900826446281,0.7870370370370371,0.6809815950920245,0.3482142857142857,0.7475728155339806,0.8205128205128205,0.53,0.7611749680715197,0.638728323699422,0.43798882681564244,0.6143790849673203,0.639871382636656,0.6604938271604939,0.46808510638297873,0.4530638852672751,0.5477941176470589,0.5866013071895425,0.6363636363636364,0.673469387755102,0.7512437810945274,0.76,0.4578313253012048,0.783625730994152,
